tweets;1.kisi;2.kisi;3.kisi;total
öðretmenin alnýndan öpüyorum türkiye cumhuriyetinin dili türkçedir;0;0;0;0
özgürce bir kadar yasak olan dildir kürtçe sýcak bir kadar merhametli olmaktýr kürt insaný zimane me þerefa meye;0;0;0;0
tamam mülteciler gitsinde sadece arap olunca sesler yükseliyor ukraynalýlardan ruslardan almanlardan söz eden yok akdenizi aldýlar yerleþtiler suriyelilerin yaptýðý ysa bunlarýnki istila saçlarý sarý gözleri mavi mi;0;1;1;1
bir gün iki adamýn heykeli dikilecek buna adým eminim ülkenin iþgaline dikkat çeken iki yiðit mert adam helal olsun size türk halki olarak arkanizdayiz;0;0;0;0
yýl iki bin bilmem kaç gündeme bak hele;0;0;0;0
sessiz deðil baðýra baðýra topraklara geldiler kontrolsüzce ürediler ülke sýnýrlarýný korumak deðil vatan severliktir benim soyum metehan dan fatih ten mustafa kemal den geliyor pilavý avuçluyarak yiyenlere kardeþ demem;0;0;0;0
baþa ýrklara düþman olmaktýrbiz araplara düþman deðilizsadece arap yalakalýðý yapýcam türkleri öz vatanýnda mülteci durumuna düþüren yabancýya konut satýþýna vergi koyucaðýna indirim yapýp teþvik verip eþantiyon olarak vatandaþlýk veren akp ye karþýyýz;0;0;0;0
bir grup öðretmen müsveddesinin bizden beyinsiz ahlaksýz ýrkçý kimse yok adlý paylaþýmý tamam ikna olduk beyinsiz ahlaksýz faþist pislikler sizlersiniz;0;0;0;0
öðretmenim yüreðim çocuk sevgisi dolu denen þeyin çiçek bahçesinde yeri yok;0;0;0;0
memleket sessiz bir iþgale sürüklenmektedirbu tehlikeye karþý uyarmak sessiz kalmamak ýrkçýlýk deðildirfetö terör örgütü tehlikesini korkmadan haykýranlar bugünde tehlikeye dikkat çekiyorkulak verin sese memleket bizim;0;0;0;0
benim güzel vatanýmý hâle getirenlerin buna göz yumanlarin bir an önce sandýða gömulmeleri lazimmmm bir beka sorunudur;0;0;0;0
tünelin sonundaki ýþýk üzerimize doðru gelen kamyonun ýþýðý olabilir mi;1;1;1;1
kuþlar uçmasýný balýklar yüzmesini öðrendik kardeþçeyaþamayý öðrenemedik martin luther king;0;0;0;0
ülkesini korumayan hazýr düzene çöken vatanýný bir nebze düþünmeyen köpeklerden nefret ediyorum irkçýysam ýrkçýyým lan umarým hepiniz geberirsiniz;0;0;0;0
baþý boþ bir þekilde ülkenin elek yol geçen hanýna dönmesine karþý çýkmak ýrkçýlýk deðildir;0;1;1;1
chpli ibb baþkaný ekrem imamoðlunun rize mitinginde vatandaþlar video çekerek eðlendi recep tayyip erdoðaný arkasýna aldý konuþuyor onu arkasýna almadan konuþamaz zaten ali koç rizede vakýfbank;0;0;0;0
dilimizden dinimizden geldiðimiz yerden insan olduðumuzu hatýrlamamýz gereken günlerde erzurumda yapan öðretmenlerin yapmýþ olduklarý mesnetsiz hareketi þiddetle kýnýyorum umarým gerekli cezayý alýrlar;0;1;1;1
çiçeði parmaklarýnýn arasýna deðil sen senin faþistlerin koymak þart yeryüzünün lanetledigi pis yaratýklar býrakýn öðretmenliðide önce insan olun insan;0;0;0;0
türlü büyük gerizekalýlýk göstergesidir nokta;0;0;0;0
intikam medeniyet denilen kahpenin peþine sýðýnarak bize uluyan köpekleri susturmak;1;1;1;1
kurtce yaziya karsi cikarlar ayni kisiler arapca yazilari kendileri asýp para kazaniyorlar kisiliginizi araplara satmýþsiniz haberiniz yok önce araplari halledin sonra bize kurtce gelin;0;0;0;0
okumus demi bunlar demekki neymis okumak fayda vermiyor insan olmaya davet ediyorum sizleri;0;0;0;0
mersin büyükþehir belediye binasýnda yangýn çýktý;0;0;0;0
türkün ilk görevidir varolmasý;0;1;1;1
irkçý hiçbir kimse vatanýn devlet memuru olmaz olmamalý;0;0;0;0
þurada öldük bittik bedava sýðýnmacý goygoyu yapanlarýn bir tanesi bile beþ yüz metre yakýndan sýðýnmacý görmemiþtir iddia ediyorum mülteci mansur ekrem imamoðlu;0;0;0;0
bundan sonra türk yapmak zorundadýr yoksa sonu gelir topraklarda yer yurt aþ verdiðimiz etnik azýnlýk türk e düþman olduðu zamanlardayiz;0;0;0;0
derhal gerekeni yap meb görevden alýnsýnlar;0;0;0;0
mülteciler bizde bir laf vardýr 3 günden fazla kalan artýk misafir deðil evden biridirama bizim evimizde yer yok;1;0;0;0
dert mene kangözyaþýacý kelem arap olun men türkmenem arapa aðlar müslüman arap sevin tengri menen;0;0;0;0
çektiði son derece haklý belgesel nedeniyle hande karacasu suçlu yalnýz deðildir;0;0;0;0
türkiyede ýrkçýlýk yerde;0;1;1;1
bunun ebeveynler yetiþtiriyor bunlarý bunlarda göya yeni nesiller yetiþtiriyor sonra ülkenin hali böyle;0;1;1;1
falan yok tepki var;0;1;1;1
yapmak zorundayýz yoksa vatanýnda topraðýndan olacaðýz türk ýrký olarak gelenler bizi yok etmek geliyor;1;1;1;1
onun varlýðýnýn kudretinin delillerinden gökleri yeri yaratmasý lisanlarýnýzýn renklerinizin farklý olmasýdýr elbette bunda bilen anlayan kimseler ibretler vardýr rum 3022;1;1;1;1
göçmenlere iþ veren evini kiraya veren kadar insan varsa hakkým haram olsun insanlar iþ ev bulamasa zaten geri dönecekbu insanlara barýnacak evi kiraya veren çalýþmalarý iþ imkaný saðlayanlarda yargýlanmalýdýr;0;0;0;0
bence artýk tek bir düþman karþýsýnda birlik olma vakti geldi;0;0;0;0
lütfen herkes kendi ülkesine siktir olup gidebilir mi irkçý olmayan bizleri bile ýrkçý yaptýnýz suriyeli afgan birisini görmek dahi istemiyorum;0;1;1;1
peyveke bi kurdî hebû çi bû;0;0;0;0
allah belanýzý versin bide öðretmensiniz doðuda öðretmenlere verilen hürmet bir yerde verilmiyor zihniyetinize tüküreyim psikolojik hastalar;0;0;0;0
yaptýðýnýzý ülkeye mülteci olarak gelen ülkenin huzurunu bozan bir tane bir tane suriyeli afganlý pakistanlý nereden olursa sonuç itibariyle kaçak kayýtsýz olduðu belli olmayan birine yaptýnýz iþte gt yok pis mahluklar;0;0;0;0
peygamber efendimizin adaletli olduðunu dünya biliyor bir günlük adalet altmýþ yýllýk ibadetten faziletlidir demiþtir ayrýca adaletsizlik yapmak vicdan akla uygun deðildir yýkým getirir;0;1;1;1
hoca hitap ettiðim kadýn bugün ejdadýma el hareketi çekiyor;0;1;1;1
türkleri göçmen düþmanlýgýyla suçlayanlarýn etnik kökenine bir bakýn islamcýtarikatçýcemaatçý kýlýgýna bürünüp ýrkýnýn geleneklerini müslümanlýk olarak türke dayatan hainlerden oluþuyor;0;0;0;0
inançlarý farklý dilleri farklý kimlikleri farklý insanlar birbirlerine düþman olmamalý mehmed uzun;0;0;0;0
yazýk olmuþ kininiz ýrkçýlýðýnýz zaman biter bilmiyorum bunlarla ayný mesleði yaptýðýmýz üzgünüm kutsal bir mesleði kirlettikleri ayrýca kýnýyorum;1;0;0;0
onu yeryüzünde büyüklenmeyenlere vereceðiz diyor allah demek büyüklenmemek hayati konu kibirli olmayacak türkiye türklerindir sherlock peygamber efendimizin metrobüs ömer latif mansur;0;0;0;0
sevmek sevmemek iradesi göstermek deðil özgürlüktür türkiyede ýrkçýlýðýn olduðuna dair kültürel bir birikim yok ülkemizde hiçbir kutbun baþka bir kutba fiziki müdahalesi yok irkçýlýk fiildir düþünce deðil;0;0;0;0
eðitilememiþ eðitmenler rezilsiniz;0;0;0;0
ülkede akp eliyle sessiz istila olmasa belgeselini çeken hande karacasu gözaltýna alýnmazdý akp kadýnýn haklýlýðýný ispat etmiþ oldu;1;1;1;1
ülkenin geldiði son hâl türkiye türklerindir sessiz istila;0;0;0;0
size göre ýrkçýlýk bize göre vatanperverlik olacak bir vatandaþ kendi ülkesinin beka sorununu endiþe ediyorsa vatan haini deðil vatan severdir;0;1;1;1
defolup gidin ülkelerinize berbat hale geldi ülkem;0;1;1;1
utanç verici bunlar ögretmen kötü bir gelecek bekliyor bizi demek;0;0;0;0
okumuþ cahil pimi çekilmiþ bomba gibidir böyle yersiz patlayabiliyor lar yazýklar olsun nankör ler;1;1;1;1
hazmedemediklerinde dilimize kaldýramadýklarýnda þahsýmýza hakaret ediyorlar kadar okuyupta cahil kalan bir kesim olarak tarihe geçmeliler;0;0;0;0
wikipedia dünyanýn zengin dilleri;0;0;0;0
irkçýlýk ideolojik bir düþünce deðil psikolojik bir hastalýktýr hastalýðýn belirtilerini ince detayýna kadar gösteren bir fotoðraf;0;0;0;0
ilgili deðil sevmemek aþaðýdakilere sebep olan alman olsa çinli olsa aynýsýný düþüneceðim 1benim haklarýmý kullanmasý vatandaþlýk alarak bugün gelecekte siyasal zorluklar yaþatacak olmalarý;0;0;0;0
arkdaslar büyütmeyin bence turkiyede yasiyoruz bekliyorsunuz;0;0;0;0
faþizmi görüyorsunuz anlatmaya gerek yokne islami insaný bir paylaþým olmuþokumuþ cahillerin vereceði eðitim tertemiz beyinlere akýtýlan zehir olur kindar bir nesil yetiþtirmek demektir irkçýlýk türkiye türklerindir;0;0;0;0
aklý öldürürsen ahlâk ölür akýl ahlâk öldüðünde millet bölünür kadýyý satýn aldýðýn gün adalet ölür adaleti öldürdüðün gün devlet ölür fatih sultan mehmet milli tarihimiz dünya tarihi bir dönüm noktasý olan istanbulun fethinin mimarý;0;0;0;0
alacaksýnýz;1;1;1;1
tek derdiniz öðretmenler mi ülkenin yarýsý sýðýnmacý doldu;1;1;1;1
yazýklar olsun böyle zihniyetsizlerin okullarda iþi yok hun bi xêr hatin;0;0;0;0
dünyanýn büyük hastalýðýdýr;0;1;1;1
insani hiçbir kritere sahip deðilsin öðretmensin;0;1;1;1
doktor;0;1;1;1
kozmopolit bir ülkeyiz dil ýrk var ayrýþtýrmak gerçekten saçma;0;0;0;0
yapan vatan hainidir ülkenin evladý deðildir;1;1;1;1
edep aklýn tercümanýdýr herkes edebi kadar akýllý aklý kadar þerefli þerefi kadar deðerlidir;0;1;1;1
sizin gibiler tc dara düþtüðünde ülkenin asýl sahibinin kürtler olduðunu göreceksiniz;1;0;0;0
peygamberimiz sav irkçýlýða çaðýran bizden deðildir irkçýlýk davasý uðruna savaþan bizden deðildir irkçýlýk davasý uðruna ölen bizden deðildir;0;0;0;0
gerek hastahanelerde gereksede esnafta arapca tabelalar hatta ido vapurlarýnda arapca anonslar yapýlýrken buna ses çýkaramayanlar bir ilçenin giriþinde bulunan kürtçe hoþ geldiniz yazýsýndan rahatsýz oluyorsanýz tek kelime ýrkçýsýnýz;0;0;0;0
toplumlar önce korkutulur sonra cahil býrakýlýr;1;1;1;1
dindar nesil yetiþtiren öðretmenler;0;0;0;0
sabahtan beri izliyorumhiçbir chpli alçaklýða bir tepki gösterdiðini görmedimyanýlýyorsam beni düzeltin;0;1;1;1
imamoðlundan bayýltan yalan tansiyon sülün osman buna çýrak bile olamaz mülteci cansu;0;1;1;1
ülkemizde mülteci istemiyorum suçmu þimdi sýrf yüzden yüzbinlerce oy kaybedilecek önce kendi halkýnýza sahip çýkýn milletin karýsýnýn kýzýnýn videosunu çekenler din kardeþi olmaz;0;0;0;0
kadar onursuz þeref yoksunu insanlar hâlâ yaþýyor ülkede sizi doðuran ana taþ doðursaydý kürdün evindeki tuvalet taþý olma þerefine nail olurdunuz;0;0;0;0
madde 3 türkiye devleti ülkesi milletiyle bölünmez bir bütündür dili türkçedir madde 4de yazar 3 üncü maddesi hükümleri deðiþtirilemez deðiþtirilmesi teklif edilemez tc kimliðine sahip herkes anayasanýn 4 temel maddesine uymak zorundadýr;0;0;0;0
osmanlýyý bitirmek isteyenler osmanlý tebasý arasýnda ýrkçýlýðý yaymak suretiyle parça parça ettiler ayný ýrkçýlar türkiyeyi küçültmek uðraþmaya devam ediyorlar;0;0;0;0
öðretmen olmusunuz insan olmamisiniz yazýk gerçekten size bir milletin din dilýrkýna hareket edilemez;1;1;1;1
diplomalar sadece meslek içindir insan ilk önce ahlak okumalý ýrkýçýsýnýzzavalisiniz;0;0;0;0
savaþ yokken ülkeme mülteci akýný varsa ben buna tepki veriyorsam bunun olduðu söyleniyorsa sýkýntý deðil güne kadar recep benim terörist bile dedi umursadým výz gelir týrs gider türkçüyüm yerim sizin din kardeþliðinizi sizi;0;0;0;0
ýrkçýlýðýn türlüsünü ayaklar altýna alan bir peygamberin ümmetiyiz;0;0;0;0
sizi parmaklamýþlar belli suriyeliler s sizi;0;0;0;0
arapçaya düþman attýðý twette 6 kelime var kelimelerin 4 tanesi arapça;0;1;1;1
fotonun pr olduðuna eminim kanýtlýyamam birileri kürtçü türkçülüðü kaþýyor arap istilasýna uyanmaya baþladý toplum þimdi dikkat daðýtýp oyunu sürdürme zamaný;0;0;0;0
iki gün önce sözde dünya islamiyeti tanýtmak ingilizce ezan okundu kürtçe okunmasý yasak iken bugün sýrf kürtçe yazýldý bir ýrka binlerce insana hadsizlik ettiler kendini eðitmeyi becerememislerin eðitimci olmalarý;0;1;1;1
oysaki öðrencilerimizi sizlere emanet etmiþtikbu vatan hepimizin ayrýþtýrmaya çalýþanlar vataný ayrýþtýrmak isteyen insanlardýr erzurum karayazý ilçesinde öðretmenlerimiz tarafýndan yapýlan saygýsýzca irkçý yaklaþýmý kýnýyoruz;0;0;0;0
ülkemizde yazýk yýllarca resmi politika olarak desteklendi allahtan ülkemizde siyahi insan yok olsaydý ýrkçýlýðýn versiyonu ülkemizde taban bulurdudiye düþünüyorum;0;0;0;0
15 bayramýný cezaevinde geçiren hidayet karacayý unutmayalým herþeyeraðmen gazetecilik;0;0;0;0
kürtler ülkeyi kültürüyle þarkýlarýyla þeyiyle renklendiren insanlar resimde görüldüðü ülkenin hakketiði suriyeliler afganlar onlarla kardeþlik yapsýn böyleleri;0;0;0;0
ukrayna sovyet döneminden kalma ruslara ait ülkedeki heykelleri indiriyor bir heykel baharý bize gelir mi;0;0;0;0
aslýný inkar eden bizden deðildir;0;1;1;1
ha bir ýrkçýlýk yapmayýn dolanan tayfa var d aynen kardeþim ýrkçýyým gittiyse zoruna yallah sen arabistana;0;1;1;1
vallahi geliyorsa baþýmýza insanlýðýmýzdan geliyor doðubatý farketmeksizin herkese insanca deðer verip el üstünde tuttuðumuz sonucu böyle oluyor yazýklar olsun;1;1;1;1
allah buyurdu sana emrettiðimde seni secde etmekten alýkoyan nedir dedi ben ondan hayýrlýyým beni ateþten onu topraktan yarattýn 7arâf suresi 12;1;1;1;1
okuyarak adam olunmuyor mus okuyan cahiller çokmus bunun gibilerine eðitim versende boþþ;0;0;0;0
zulüm kokuyor dedik parfüm anladýnýz kahrolusun ýrkçý faþizm taraftarý halklara;0;0;0;0
allahýn belasý sevgisiz saygýsýz aile terbiyesi almamýþ insanlýktan nasibi almamýþ bir ahmak sürüsü seni yok sayacaklar sen haykýracaksýn bi xeml û rewþ e þêrîn û xweþ e þêrîn û xweþ e zimanê kurdî;0;1;1;1
toplum hasta;1;1;1;1
kimse bugün olanlara tepki verenleri la suçlamasýnirkçýlýk baþka geri zekalýlýk ayrý bir þeydir;0;0;0;0
arapça tabelalar olunca sorun yok olunca sýkýntý oluyor tam bir insanlar bunu normalleþtirmek istiyor gerçekten cahilce yobazca bi düþünce yapýsý umarým bir an önce insancýl bir sapiens olabilirsiniz;0;0;0;0
kendimden biliyorum allah bilir ders verdiði kürtçe konuþan kendinden bîhaber öðrenciler kadar faþistlere baðlýlar;0;0;0;0
görevi hak eden kadar güzel öðretmen adayý varken þöyle kiþilerin atanmasý cidden bazen sýnavla bý þeylerin olmamasý gerekirdi;0;0;0;0
annesin babasýndan terbiye almamýþ demek;0;0;0;0
mutlu olmanýn iki yolu vardýr isteklerimizi azaltmak imkanlarýmýzý çoðaltmak benjamin franklin metrobüs imamoðlu venüs evrim taliban suriyeliler sherlock hikmet;1;1;1;1
büyük terbiyesizlik bunlar yüzünden yüzyýllardr ýrkçýlýk kavramýný bir türlü aþamadk istesenizde istemesenizde ülkedeki kardeþlik birlik devam edecek;0;1;1;1
yeni bir din gelse ilk mesajý olurdu;0;0;0;0
kamuoyuna duyurulur;0;0;0;0
size bilmece ülkenin bir vatandaþý varken sadece bir ülkenin sýfýr 0 sadece bir ülkenin iki 2 vatandaþý vardýr iki ülke hangisidir sessiz istila taliban;0;0;0;0
bir an önce baþlamamasi lazým;1;1;1;1
aq salaklarý;0;0;0;0
türkiye türklerindir derseniz oyunun bir parçasý olursunuz kürtleri yok saymak faþistliðe girer mültecileri kabul etmemek olmaz kürtlerde vatanýmda mülteci istemiyorum diyor zaten mesele sizi ayýrmak birlik olunca baþka oluyorsunuz;0;0;0;0
ayramýn dökülmesin qötüm zikilmesin çoðrafyasýnda yaþayan romantik hümanistler yolda yürüyemeyecek hale geldiðinde hala savunur musunuz bilemem ülke boka batmýþ durumda;0;0;0;0
3 mayýs 2022de kürtçe egitim yasak va aþaðýlaniyor3 mayýs 2043te baþýnýza gelecek korktugunuz þeyi anda baþkasýna yaþatiyorsunuz sessiz istila;0;0;0;0
bir ideoloji deðil psikolojik ruhsal bir hastalýktýr acizliktir kendinden olmayaný hazmedememektir yok saydýkca yüzünüze yüzünüze vuracaðýz kahrolsun faþizm;0;0;0;0
filan geçin onlarý asýl budur yýllardýr yapýlýyor;0;0;0;0
irkçýlýk piskolojk bir hastalýktýr ahlaksýzlýktýr;0;0;0;0
ülkemde azýnlýk durumuna düþmemeyi istemek deðildir ülkemde demografik yapýnýn korunmasýný istemek ýrkýçýlýk deðildir ayrýca ýrkçý olan türkler deðildir ýrkçý olan 10 yýldan beri ülkemizde yaþadýðý halde dilimizi öðrenmek istemeyen kendi dilinin üstünlüðünü savunandýr;0;0;0;0
marazdýr;0;0;0;0
muþ tavan yolunda güllere devlete inanýrsan eþkiyalar kanar kötü donanýmlý askerler kanar;0;0;0;0
velevki ýrkçýyýz;0;0;0;0
konu mülteciler sandim yine kürte dönmüþ bir þekilde;0;0;0;0
türlü insana saygý gösterirken beni ýrkçý yaptýnýz;1;1;1;1
öylesine vurdumduymaz öylesine kör bir politika yürütüyorsunuz ilgili sonra çýkýp insanlara yapmayýn diyorsunuz kimse ýrkçýlýk yapmýyor lan anlayýn þunu artýk ülkenin geleceðini yok ediyorsunuz;0;0;0;0
tiplere bak beyinleri yok fikirleri var;1;1;1;1
taliban türkiye türklerindir sessiz istila imamoðlu suriyeliler mülteci;1;0;0;0
kamuoyuna duyrulur;0;0;0;0
ülkesinde mülteci istememek deðil vatanperverliktirbuna sessiz kalýp mülteci güzellemesi yapmak kansýzlýktýr;1;1;1;1
ülkede lazým diyebiliyorsun çerkezim diyebiliyorsun kürdüm diyebiliyorsun suriyeliyimafganým bile diyebiliyorsun türküm dedin mi la suclanýyorsun ülkede türk olmak suç bayrak asmak suç andýný okumak suç irkçýlýða deðil amatürk yurdun türkün sillesine kaldý;1;1;1;1
bunlar öðretmen anlamda vasatsýnýz;1;1;1;1
ilkel insan reflekslerinden biridir medeniyeti kurmadan önce sýradan bir maymun türü iken var olan bir davranýþtýr insan hala eþrefi mahlukatlýk iddasýnda ýrkçýlýk illetini derhal terk etmelidir;1;1;1;1
binlerce yýldýr var olan bin yýldýr beraber yaþadýðýnýz ülkenin kurucu unsurlarýndan olan bir dile hala tahamülsüzseniz insanlarýn çocuklarýný ülkenin birliði misyonuyla eðitmekle görevli olduðunuz yerde tahamülsüzlükle yaklaþýyorsanýz bizim iþimiz zor;0;0;0;0
okumuþ cahiller dünyadaki büyük vebadir;0;0;0;0
almanya savunma bakanlýðý ordudaki aþýrý sað vakalarýnýn rakamlarýný açýkladý açýklamaya göre geçen yýl olaylarý nedeniyle yaklaþýk 75 asker ordudan uzaklaþtýrýldý;0;0;0;0
zimane meye þerefe meye zimane me kurde;0;1;1;1
vatansever insanlarý la suçlayanlar sabah iþe çarþýya giderken evlerinin kapýsýný 2 alttan 2 üstten kilitleyip öyle mi gidiyorlar yoksa birisi duþ yemek uyumak wc ihtiyaçlarýný giderebilir evimde ay nolucak açýk býrakýyorlar sessiz istila;0;0;0;0
üstüne baþýna bakar insan sanýrsýn aklýna bakar gerizekalý olduðu kanýsýna varýrsýn;0;0;0;0
dar li ser koka xwe mirov li ser zimanê xwe þin dibe;0;0;0;0
bir öðretmen olarak sizden utandým devlet sizi ceza olarak insanlýk eðitimine tâbi tutmalý;0;1;1;1
oysa bilmiyorlar ye karþý yaptýklarý genlerine iþlemiþ;0;0;0;0
eðitimin eðitimcinin adýný pisliðe bulaþtýrmayýn edebinizle edep öðretin eðitimci ýrkçýlýk öðretmez ben utandým öðretmen olmanýzdan;0;0;0;0
sizin yerinize utanýyorum;0;0;0;0
nedir iyi biliyorum vatanýnayaþadýðýn topraklara sahip çýkmaya çalýþmak ýrkçýlýk deðil vatanseverliktir;0;0;0;0
faþistler yaþasýn cehennem;1;1;1;1
suriyelere karþý bir antipatim yok ýrkçý bir insan asla deðilim lakin var bugün þanlýurfada çarþýya çýkýn suriyeliler yerli halktan fazla;0;1;1;1
falan diyorsunuz ayný cenah eski deðil türkiye cumhuriyetine mensup kürt vatandaþlarýmýza yapýyordu vb göçmenler geldi nefret söylemlerini kestiler bugün öðretmenler hakkýnda soruþturma baþlatýldý;0;1;1;1
insanmýsýnýz;0;0;0;0
erzurum karayazý ilçesinde dört öðretmenin kürtçe tabela önündeki ýrkçý hareketlerini kýnýyoruz irkçýlýk nefret suçu iþleyen öðretmenlerin cezalandýrýlmasýný talep ediyoruz;0;0;0;0
ülkemizi eðitim bilim kültür sanatfelsefespor birçok alanda yükseltecek olan önemli meslek olan öðretmenlik mesleðinde böyle cahil insanlarýn olmasý büyük utançtýr görevini yap;0;0;0;0
irkçýlýk diyince aklýna ilk arap gelen üstün cahil kesimle ayný yerde yaþýyoruz diyim;0;0;0;0
izin verenler geçerlidir insanlýðýn yarýna taþýnmasý düþünmeyi göze alanlar sayesindedir deðiþmek düþünmek günlük ýrkçýlýklardan uzak kavramlardýr dinamiktir dinamizm enerji gerektirir statik dinamiði sevmez;0;0;0;0
irkçýyým artýk benim suriyeliafgan hele pakistanlý kardeþim falan yok defolup gitsinler;0;1;1;1
lütfen göçmenleri durdurun ülkemiz olduðu belirsiz insanlarýn at koþturacaðý bir yer olamaz;0;0;0;0
irkçýlýk saçma sapan bir dava yoktur bir türk 510 göbek geriye gitse fransýz çýkar bir kürt 510 göbek geriye gitse arap çýkar bir arap 510 göbek geriye gitse ingiliz çýkar geriye gitsek atamýz hz ademe çýkar irklarý yaratan allahtýr;0;0;0;0
saðsol zamanlarýnda kullandýnýz yetmedi türkkürt ayrýmýnda kullandýnýz yetmedi þimdi suriyeli istilacýlar icin irkçýlýk terimini hortlattýnýz saðcýsolcutürkkürt memleketin evlâdý suriyeliler oluyorki ýrkçýlýkla suçlanýyor ülkesini sevenler;0;0;0;0
irkçýlýk bir hastalýk deðil tercihtir irkçýlýk bir hastalýk deðil tercihtir irkçýlýk bir hastalýk deðil tercihtir;0;0;0;0
me gelek dilbirînên weke we dîtiye birîna we kûr e zanim;0;1;1;1
kin nefret aþýlayan bireyler deðiliz bizler sevgiyi insanlýðý kardeþliði paylaþmayý yardýmlaþmayý iyiliði öðreten örnek insanlar olacakken öfke kavga ayrýmcýlýk neyin nesi allah seni dünyaya getirirken ýrkýný seçtirmedi insansýn sen;1;1;1;1
yýllardýr süregelen sistematik asimilasyon politikalarýna raðmen yýkýlmayan dildir saldýrmaya devam edin saldýrdýkça güçlenmeye devam ediyoruz kürt kürtler;0;0;0;0
mevzu bahis vatansa gerisi teferruattýr buysa ben;0;0;0;0
ilk ücretli öðretmenliðimi bir kürt köyünde yaptým sevildim sevdim aksine onlarýn dilini öðrenmeye dilde þarký söylemeye bile çabalamýþtým ayrýlýrken üzülmüþtüm halbu dünya hepimizin farklýlýklarýmýzla güzeliz be güzel insan heryerde güzel;0;0;0;0
yaptýðý ýn arkasýnda duramýcak kadar haksýz olduðunu biliyo buda iyi azýndan artýk kendimi böyle cahiller öðretmen olabiliyosa bende biþeyler baþarabilirim umutlandýrýyorum;1;1;1;1
biat ettiði cumhurbaþkaný istanbul büyükþehir belediye baþkaný iken il il türkiyeyi gezmiþti hatýrlamayanlar siirt konuþmasý sebebiyle hapis cezasý almýþtý sözleri ona söylemiþ oluyor farkýnda;0;0;0;0
3 mayýs türkçülük gününde tt olmuþbir grup öðretmen kürtçe tabelaya hareket yaptýðý içinburasý türkiye deðilmitürkiyenin bir ilinde tabelanýn iþi nedirtürkiye cumhuriyeti kimlik kartýna sahip olanlar türk kabul edilmiyor kendi ülkemde mülteci olmak istemem;0;0;0;0
bizler bir zaman milet yapmamýþ bir milet olarak tanýdýk disardaki ülker zaman zihniyetle yaþýyor onlarýn ayýbý;0;0;0;0
dün istanbul avrupa yakasýnda toplu taþýt kullandým 10 kiþiden 5i yabancý arap kahkaha atarak geziyor siktir olup gideceksiniz;0;0;0;0
kürt halkýnýn diline hakaret eden kendinizi bilmezler unutmayýn hepimiz kardeþiz yapanýn sokak ondan deðerlidir;0;0;0;0
ülkemde sapýk istemiyorum ülkemde kadýn görünce bile azan þerefsizler istemiyorum bunlar mülteci deðil bir tane bile kadýn çocuk yok kendi ülkesinde serseri mayýn dolaþan düþük iq seviyesine sahip yaratýklar bunun olarak adlandýrýlmasý bile saçma;1;1;0;1
vatanseverliðin yaftasýyla baltalanmasý vatana ihanettir vatan düþmanlarýnýn dolaylý uþaklýðýdýr vatanýný korumak paylaþmamak evini korumak paylaþmamak kadar haktýr ulan;1;1;1;1
kaç gündür nedir yaa altý üstü 3 günlük dünya yaþayýp gidecez bunu beceremiyorsunuz;0;0;0;0
bir garib muhacire saatlik bayram sevincini görmektir elbet zulmün ucu size dokunur merhamet etmedikçe allahtan merhamet beklemeyin;0;0;0;0
elazýðý kalký buna sesýs kalmamlý faþit insanlarý yeri yurdu olmamsý lazm;0;0;0;0
istediðin kadar okul oku bilgine yakiþir þekilde hareket etmezsen cahilsindir john sheffield kürt halkinin anadiline irkçi öðretmenlere teslim edilecek çocuklar yoktur olmayacaktir;0;0;0;0
uzun yýllardýr gericilikle siyasal islamla savaþanlar önümüzde tehlikeyi güzelleþtirmek adýna diyenlere yapýyor diyor nereden tutsan tutarsýzlýk;0;0;0;0
kötüdür turist olan gençler hakkýnda kýþkýrtýcý haber yapan organlara aðýr cezalar gelmedikçe bitmez medya özgürlüðü ýrkçýlýk karýþtýrýlamaz;1;1;0;1
öðretmen;0;0;0;0
adamin dibisin yapamazsýnýz;0;1;1;1
irkçýlýkta dünyada üstünüze yok;0;0;0;0
zoruna gidenin bý tarafýna girsin;0;1;1;1
ideolojik bir düþünce deðil aksine piskolojik bir hastalýktýr;0;1;1;1
irkçýlýk hastaliktir hasta ruhlular eðitimci olmayi haketmedikleri gelecek nesillere zarar dýþýnda veremezler;0;1;1;1
son günlerin moda akýmý kisvesiyle yapmak;0;1;1;1
irkçýlýkta dünyada üstðnüzde yoktur türkiyenin halde olmasýnýn büyük payý sizlere aittir;0;0;0;0
ýrkçýlar bir nesil yetiþtiriyor;0;1;1;1
erzurum karayazý öðretmenlik yapan bir gurup insan kürtçe tabelaya karþý orta parmak tekme çekerek kürtçeyi kürt dilini aþaðýladýlar irkçýlýk bir hastalýktýrve bunlar hastadýr;0;1;1;1
bilmeden geldiði bölgeyi asimile etmeye çalýþan bir oluþum içine giriliyorsabenim ülkemde yabancý birilerini istememe hakkým ýrkçýlýk olamaz;0;0;0;0
sizden deðil eðitimci insan bile olmaz;0;0;0;0
erzurumun karayazý ilçesinde ilçenin giriþinde yazan kürtçe hoþ geldiniz iþaret edip aþaðýlayacý saygýsýzca bulunan dört öðretmene tepki olarak cem adrianýn paylaþýmý;0;0;0;0
